locus_tag,gene_name,old_locus_tag,start,end,length,strand,gene_product,COG,operon,uniprot
PP_0041,cadA-I,,43527,45524,1998,-,cadmium translocating P-type ATPase,Inorganic ion transport and metabolism,cadA-I,
PP_0042,PP_0042,,45727,46050,324,-,conserved exported protein of unknown function,Function unknown,PP_0042,
PP_0043,czcA-I,,46213,49374,3162,-,cation efflux system protein,Inorganic ion transport and metabolism,czcB-I-czcA-I,
PP_0044,czcB-I,,49399,50649,1251,-,cobalt-zinc-cadmium resistance protein,Cell wall/membrane/envelope biogenesis,czcB-I-czcA-I,
PP_0045,czcC-I,,50718,51989,1272,-,cobalt-zinc-cadmium resistance protein,Cell wall/membrane/envelope biogenesis,czcC-I,
PP_0046,opdT-I,,52394,53737,1344,+,tyrosine-specific outer membrane porin D,Function unknown,opdT-I,
PP_0047,czcR-II,,54227,54901,675,+,response regulator,Transcription,czcR-II,
PP_0048,PP_0048,,55019,55342,324,+,conserved protein of unknown function,No COG annotation,PP_0048,
PP_5423,PP_5423,,55444,55971,528,-,conserved membrane protein of unknown function,No COG annotation,PP_5423,
PP_0049,PP_0049,,56161,57627,1467,-,conserved protein of unknown function,No COG annotation,PP_5424-PP_0049,
PP_5424,PP_5424,,57640,58089,450,-,conserved protein of unknown function,No COG annotation,PP_5424-PP_0049,
PP_0050,PP_0050,,58777,59184,408,-,conserved exported protein of unknown function,Function unknown,PP_0050,
PP_0051,PP_0051,,59316,60608,1293,-,putative sigma-54 dependent transcriptional regulator,Transcription,PP_0051,
PP_0052,PP_0052,,60831,61715,885,+,"beta-lactamase domain protein, putative hydrolase",Function unknown,PP_0054-sqr-PP_0052,
PP_0053,PP_0053,,61756,63024,1269,+,putative sulfide:quinone oxidoreductase,Function unknown,PP_0053,
PP_0054,PP_0054,,62982,63839,858,+,conserved membrane protein of unknown function,Function unknown,PP_0054-sqr-PP_0052,
PP_0055,PP_0055,,63828,64715,888,-,transcriptional regulator,Transcription,PP_0055,
PP_0056,betA-I,,64943,66595,1653,+,choline dehydrogenase,Amino acid transport and metabolism,betA-I,
PP_0057,PP_0057,,66693,68312,1620,+,major facilitator family transporter,Amino acid transport and metabolism,PP_0057,
PP_0058,PP_0058,,68487,69272,786,-,putative 1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,PP_0058,
PP_0059,gmhB,,69319,69846,528,-,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",Amino acid transport and metabolism,glyQ-glyS-gmhB,
PP_0060,glyS,,69850,71904,2055,-,glycine-tRNA ligase beta subunit,"Translation, ribosomal structure and biogenesis",glyQ-glyS-gmhB,
PP_0061,glyQ,,71901,72848,948,-,glycine-tRNA ligase alpha subunit,"Translation, ribosomal structure and biogenesis",glyQ-glyS-gmhB,
PP_0062,tag,,72932,73483,552,+,3-methyl-adenine DNA glycosylase I,"Replication, recombination and repair",tag,
PP_0063,PP_0063,,73525,74412,888,+,putative Lipid A biosynthesis lauroyl acyltransferase,Cell wall/membrane/envelope biogenesis,PP_0063,
PP_0064,PP_0064,,74510,74824,315,-,conserved protein of unknown function,Cell motility,fmt-rsmB-trkA-PP_0064,
PP_0065,trkA,,74836,76209,1374,-,NAD-binding component of TrK potassium transporter,Inorganic ion transport and metabolism,fmt-rsmB-trkA-PP_0064,
PP_0066,rsmB,,76233,77543,1311,-,Ribosomal RNA small subunit methyltransferase B,"Translation, ribosomal structure and biogenesis",fmt-rsmB-trkA-PP_0064,
PP_0067,fmt,,77540,78472,933,-,Methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",fmt-rsmB-trkA-PP_0064,
PP_0068,def-I,,78533,79039,507,-,peptide deformylase,"Translation, ribosomal structure and biogenesis",def-I,
PP_0069,PP_0069,,79246,80343,1098,+,putative Rossmann fold nucleotide-binding protein,"Replication, recombination and repair",PP_0069,
PP_0070,tsaC,,80386,80943,558,+,Threonylcarbamoyl-AMP synthase,"Translation, ribosomal structure and biogenesis",tsaC,
PP_5425,PP_5425,,81077,81277,201,+,conserved protein of unknown function,No COG annotation,PP_5425,
PP_0071,PP_0071,,81691,82023,333,+,conserved protein of unknown function,No COG annotation,PP_0071-PP_mr01,
PP_0072,qor-I,,82151,83128,978,-,quinone oxidoreductase,Energy production and conversion,qor-I,
PP_0073,hemF,,83261,84172,912,+,"Coproporphyrinogen-III oxidase, aerobic",Coenzyme transport and metabolism,aroE-hemF,
PP_0074,aroE,,84198,85022,825,+,shikimate 5-dehydrogenase,Amino acid transport and metabolism,aroE-hemF,
PP_0075,PP_0075,,85152,86717,1566,-,putative choline sulfate transporter,Inorganic ion transport and metabolism,PP_0075,
PP_0076,PP_0076,,86862,87785,924,-,putative choline betaine-binding protein,Amino acid transport and metabolism,betC-PP_0076,
PP_0077,betC,,87800,89317,1518,-,choline-sulfatase,Inorganic ion transport and metabolism,betC-PP_0076,
PP_0079,PP_0079,,89426,90325,900,+,putative transcriptional regulator,Transcription,PP_0079,
PP_0080,PP_0080,,90447,91064,618,-,conserved protein of unknown function,Function unknown,PP_0080,
PP_0081,PP_0081,,91078,91449,372,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_0081,
PP_0082,trpA,,91570,92379,810,-,tryptophan synthase alpha chain,Amino acid transport and metabolism,trpB-trpA,
PP_0083,trpB,,92376,93593,1218,-,tryptophan synthase beta chain,Amino acid transport and metabolism,trpB-trpA,
PP_0084,trpI,,93704,94600,897,+,HTH-type transcriptional regulator TrpI,Transcription,trpI,
PP_0085,PP_0085,,94597,95085,489,-,conserved protein of unknown function,Function unknown,PP_0085,
PP_0086,PP_0086,,95071,95286,216,+,conserved protein of unknown function,Function unknown,PP_0086,
PP_0087,PP_0087,,95345,95608,264,+,conserved exported protein of unknown function,Function unknown,PP_0087,
PP_0088,PP_0088,,95680,96684,1005,-,putative alkanal monooxygenase,Energy production and conversion,PP_0088,
PP_0089,osmC,,96837,97262,426,+,"stress-induced peroxiredoxin, lipoyl-dependent peroxidase","Post-translational modification, protein turnover,and chaperones",PP_0090-osmC,
PP_0090,PP_0090,,97275,97571,297,+,conserved exported protein of unknown function,Function unknown,PP_0090-osmC,
PP_0091,PP_0091,,97607,98020,414,-,putative lipoprotein,No COG annotation,PP_0091,
PP_0092,PP_0092,,98076,98489,414,-,putative lipoprotein,No COG annotation,PP_0092,
PP_0093,PP_0093,,98575,99651,1077,+,putative zinc protease protein,Function unknown,PP_0093,
PP_0094,PP_0094,,99758,100408,651,-,5'-nucleotidase,Function unknown,PP_0094,
PP_0095,yrdA,,100530,101078,549,-,putative enzyme of unknown function,Function unknown,yrdA,
PP_0096,prlC,,101181,103232,2052,+,oligopeptidase A,Amino acid transport and metabolism,PP_0098-PP_0097-prlC,
PP_0097,PP_0097,,103229,103510,282,+,conserved protein of unknown function,Function unknown,PP_0098-PP_0097-prlC,
PP_0098,PP_0098,,103529,103702,174,+,conserved protein of unknown function,Amino acid transport and metabolism,PP_0098-PP_0097-prlC,
PP_0099,PP_0099,,103842,104900,1059,+,conserved protein of unknown function,"Replication, recombination and repair",PP_0099,
PP_0100,cynT,,105207,105926,720,+,carbonic anhydrase,Inorganic ion transport and metabolism,cynT,
PP_0101,PP_0101,,106134,107651,1518,+,putative sulfate transporter,Inorganic ion transport and metabolism,PP_0101,
PP_5426,PP_5426,,107799,108440,642,-,conserved protein of unknown function,No COG annotation,PP_5426,
PP_0103,PP_0103,,108810,109937,1128,+,cytochrome c oxidase subunit 2,Energy production and conversion,PP_0103,
PP_0104,ctaD,,109981,111570,1590,+,Cytochrome c oxidase subunit 1,Energy production and conversion,PP_0106-PP_0105-ctaD,
PP_0105,PP_0105,,111580,112146,567,+,Cytochrome C oxidase assembly protein,"Post-translational modification, protein turnover,and chaperones",PP_0106-PP_0105-ctaD,
PP_0106,PP_0106,,112163,113050,888,+,cytochrome c oxidase subunit 3,Energy production and conversion,PP_0106-PP_0105-ctaD,
PP_5427,PP_5427,,113082,113285,204,-,conserved exported protein of unknown function,Function unknown,PP_5427,
PP_0107,PP_0107,,113337,114074,738,+,conserved protein of unknown function,Function unknown,PP_0111-PP_0110-PP_0109-PP_0108-PP_0107,
PP_0108,PP_0108,,114043,114624,582,+,conserved protein of unknown function,Function unknown,PP_0111-PP_0110-PP_0109-PP_0108-PP_0107,
PP_0109,PP_0109,,114634,115713,1080,+,conserved membrane protein of unknown function,"Post-translational modification, protein turnover,and chaperones",PP_0111-PP_0110-PP_0109-PP_0108-PP_0107,
PP_0110,PP_0110,,115698,116591,894,+,CyoE like protoheme IX farnesyltransferase,Coenzyme transport and metabolism,PP_0111-PP_0110-PP_0109-PP_0108-PP_0107,
PP_0111,PP_0111,,116588,117220,633,+,Electron transport protein SCO1/SenC,Function unknown,PP_0111-PP_0110-PP_0109-PP_0108-PP_0107,
PP_0112,metQ,,117314,118084,771,-,"methionine ABC transporter, periplasmic binding protein",Cell wall/membrane/envelope biogenesis,metQ,
PP_0113,metI,,118149,118820,672,-,"methionine ABC transporter, permease protein",Inorganic ion transport and metabolism,metN-metI,
PP_0114,metN,,118820,119827,1008,-,methionine ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,metN-metI,
PP_0115,katE,,120055,122190,2136,+,hydroperoxidase - self catalytic heme d synthase,Energy production and conversion,katE,
PP_0116,PP_0116,,122251,122958,708,-,putative lipoprotein,No COG annotation,PP_0116,
PP_0117,znuB,,123085,123867,783,-,Zn(2+) ABC transporter - permease subunit,Inorganic ion transport and metabolism,PP_0119-znuC-znuB,
PP_0118,znuC,,123860,124633,774,-,zinc import ATP-binding protein,Inorganic ion transport and metabolism,PP_0119-znuC-znuB,
PP_0119,Zur,,124630,125115,486,-,putative zinc uptake regulation protein ZUR,Transcription,PP_0119-znuC-znuB,
PP_0120,znuA,,125182,126090,909,+,putative zinc ABC transporter,Inorganic ion transport and metabolism,PP_0120,
PP_0121,thrB,,126140,127090,951,-,homoserine kinase,Nucleotide transport and metabolism,thrB,
PP_0122,PP_0122,,127160,127447,288,-,conserved exported protein of unknown function,Function unknown,PP_0122,
PP_0123,polA,,127523,130270,2748,+,"DNA polymerase I, 5' -> 3' polymerase with 5' --> 3' and 3' --> 5' exonuclease activity","Replication, recombination and repair",polA,
PP_0124,engB,,130641,131273,633,-,probable GTP-binding protein,"Cell cycle control, cell division, chromosome partitioning",engB,
PP_0125,PP_0125,,131475,131777,303,+,putative cytochrome c-type protein,Energy production and conversion,cc-PP_0125,
PP_0126,cc,,131809,132426,618,+,Cytochrome c4,Energy production and conversion,cc-PP_0125,
PP_0127,dsbA,,132578,133210,633,+,Thiol:disulfide interchange protein,"Post-translational modification, protein turnover,and chaperones",PP_0129-PP_0128-dsbA,
PP_0128,PP_0128,,133223,134077,855,+,conserved protein of unknown function,"Replication, recombination and repair",PP_0129-PP_0128-dsbA,
PP_0129,PP_0129,,134105,136042,1938,+,GGDEF domain protein,Signal transduction mechanisms,PP_0129-PP_0128-dsbA,
PP_0130,amiD,,136116,136904,789,+,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase",Defense mechanisms,amiD,
PP_0131,PP_0131,,137100,138707,1608,+,putative membrane-anchored phosphodiesterase,Signal transduction mechanisms,PP_0131,
PP_0132,kinB,,138722,140503,1782,-,Alginate biosynthesis sensor protein KinB,Signal transduction mechanisms,algB-kinB,
PP_0133,algB,,140500,141846,1347,-,Alginate biosynthesis transcriptional regulatory protein AlgB,Signal transduction mechanisms,algB-kinB,
PP_0134,PP_0134,,142057,142878,822,+,conserved exported protein of unknown function,Function unknown,PP_0134,
PP_5428,PP_5428,,143053,143343,291,+,conserved exported protein of unknown function,No COG annotation,PP_5428,
PP_0135,PP_0135,,143387,143548,162,+,conserved exported protein of unknown function,No COG annotation,PP_0136-PP_0135,
PP_0136,PP_0136,,143551,144021,471,+,conserved exported protein of unknown function,Function unknown,PP_0136-PP_0135,
PP_0137,gltP,,144767,146095,1329,+,glutamate/aspartate-proton DAACS transporter,Energy production and conversion,gltP,
PP_0138,PP_0138,,146243,147472,1230,+,conserved membrane protein of unknown function,Function unknown,PP_0138,
PP_0139,PP_0139,,147454,148089,636,-,putative Lipoprotein,Function unknown,PP_0142-PP_0141-PP_0140-PP_0139,
PP_0140,PP_0140,,148086,149024,939,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",PP_0142-PP_0141-PP_0140-PP_0139,
PP_0141,PP_0141,,149028,149819,792,-,"putative ABC transporter, ATP-binding protein","Secondary metabolites biosynthesis, transport, and catabolism",PP_0142-PP_0141-PP_0140-PP_0139,
PP_0142,PP_0142,,149816,150949,1134,-,"putative ABC transporter, permease protein","Secondary metabolites biosynthesis, transport, and catabolism",PP_0142-PP_0141-PP_0140-PP_0139,
PP_0143,PP_0143,,151081,152106,1026,-,conserved membrane protein of unknown function,Function unknown,PP_0143,
PP_0144,PP_0144,,152200,153606,1407,-,"Metalloprotease, insulinase family",Function unknown,yjbB-PP_0144,
PP_0145,yjbB,,153637,155295,1659,-,Na+/Pi-cotransporter,Inorganic ion transport and metabolism,yjbB-PP_0144,
PP_0146,ygdQ,,155578,156375,798,-,putative transport protein,Inorganic ion transport and metabolism,ygdQ,
PP_0147,citN,,156418,157725,1308,-,Citrate transporter,Energy production and conversion,citN,
PP_0148,PP_0148,,157990,158394,405,+,conserved protein of unknown function,Function unknown,PP_0148,
PP_0149,PP_0149,,158433,160388,1956,-,conserved exported protein of unknown function,Function unknown,PP_0151-PP_0150-PP_0149,
PP_0150,PP_0150,,160385,160705,321,-,conserved exported protein of unknown function,Function unknown,PP_0151-PP_0150-PP_0149,
PP_0151,PP_0151,,160742,161035,294,-,conserved exported protein of unknown function,Function unknown,PP_0151-PP_0150-PP_0149,
PP_0152,PP_0152,,161125,161505,381,-,conserved exported protein of unknown function,Function unknown,PP_0152,
PP_0153,PP_0153,,161751,161966,216,-,hypothetical protein,Function unknown,PP_0153,
PP_0154,scpC,,162340,163833,1494,-,propionyl-CoA:succinate CoA transferase,Energy production and conversion,scpC,
PP_0155,pntB,,164020,165456,1437,-,"pyridine nucleotide transhydrogenase, beta subunit",Energy production and conversion,pntA-pntB,
PP_5747,pntAB,,165459,165773,315,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,pntAB,
PP_0156,pntAA,,165785,166906,1122,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,pntA-pntB,
PP_0157,gcdR,,167326,168243,918,-,"transcriptional activator of gcdH, LysR family",Transcription,gcdR,
PP_0158,gcdH,,168404,169585,1182,+,glutaryl-CoA dehydrogenase,Energy production and conversion,PP_0159-gcdH,
PP_0159,PP_0159,,169599,170819,1221,+,putative CoA-transferase family III,Energy production and conversion,PP_0159-gcdH,
PP_0160,PP_0160,,182076,184562,2487,-,putative ferrioxamine receptor,Inorganic ion transport and metabolism,PP_0160,
PP_0161,PP_0161,,184656,185612,957,-,putative transmembrane sensor,Inorganic ion transport and metabolism,PP_0162-PP_0161,
PP_0162,PP_0162,,185617,186138,522,-,"RNA polymerase sigma-70 factor, ECF subfamily",Transcription,PP_0162-PP_0161,
PP_0163,PP_0163,,186227,186916,690,-,putative transcriptional regulator,Transcription,PP_0163,
PP_0164,PP_0164,,187189,187881,693,+,conserved protein of unknown function,Function unknown,PP_0165-PP_0164,
PP_0165,PP_0165,,187892,189838,1947,+,GGDEF domain protein,Signal transduction mechanisms,PP_0165-PP_0164,
PP_0166,PP_0166,,189995,191371,1377,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,paxB-PP_0166,
PP_0167,paxB,,191361,193517,2157,-,Toxin secretion ATP-binding protein,Defense mechanisms,paxB-PP_0166,
PP_5429,PP_5429,,193581,193796,216,-,protein of unknown function,No COG annotation,PP_5429,
PP_5430,PP_5430,,193882,194085,204,-,protein of unknown function,No COG annotation,PP_5430,
PP_0168,PP_0168,,194495,220543,26049,+,putative surface adhesion protein,"Secondary metabolites biosynthesis, transport, and catabolism",PP_0168,
PP_5431,PP_5431,,220671,221030,360,+,conserved protein of unknown function,Function unknown,PP_5431,
PP_0169,PP_0169,,221229,222128,900,+,"Dioxygenase, TauD/TfdA family","Secondary metabolites biosynthesis, transport, and catabolism",PP_0172-PP_0171-PP_0170-PP_0169,
PP_0170,PP_0170,,222146,223165,1020,+,"ABC transporter, periplasmic binding protein",Inorganic ion transport and metabolism,PP_0172-PP_0171-PP_0170-PP_0169,
PP_0171,PP_0171,,223172,224035,864,+,"ABC transporter, ATP-binding protein",Inorganic ion transport and metabolism,PP_0172-PP_0171-PP_0170-PP_0169,
PP_0172,PP_0172,,224050,224913,864,+,"ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0172-PP_0171-PP_0170-PP_0169,
PP_0173,PP_0173,,225031,225660,630,-,putative transcriptional factor-related protein,Transcription,PP_0173,
PP_0174,PP_0174,,225775,226593,819,+,conserved protein of unknown function,Function unknown,PP_0174,
PP_0175,PP_0175,,226726,227178,453,+,putative transcriptional regulator,Transcription,PP_0179-PP_0178-PP_0177-PP_0176-PP_0175,
PP_0176,PP_0176,,227175,229262,2088,+,putative efflux transporter,Function unknown,PP_0179-PP_0178-PP_0177-PP_0176-PP_0175,
PP_0177,PP_0177,,229259,229471,213,+,conserved protein of unknown function,Function unknown,PP_0179-PP_0178-PP_0177-PP_0176-PP_0175,
PP_0178,PP_0178,,229468,230343,876,+,putative efflux pump,Defense mechanisms,PP_0179-PP_0178-PP_0177-PP_0176-PP_0175,
PP_0179,PP_0179,,230340,231758,1419,+,putative efflux transporter,Cell wall/membrane/envelope biogenesis,PP_0179-PP_0178-PP_0177-PP_0176-PP_0175,
PP_0180,PP_0180,,231902,233812,1911,+,putative cytochrome c family protein,Inorganic ion transport and metabolism,PP_0180,
PP_0181,PP_0181,,233875,234120,246,-,conserved protein of unknown function,Function unknown,PP_0181,
PP_0182,PP_0182,,234190,234492,303,-,conserved protein of unknown function,No COG annotation,PP_0182,
PP_0183,PP_0183,,234641,235303,663,+,glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",PP_0183,
PP_0184,argH,,235428,236834,1407,-,Argininosuccinate lyase,Amino acid transport and metabolism,argH,
PP_0185,algR,,237120,237863,744,+,Positive alginate biosynthesis regulatory protein,Transcription,algR,
PP_0186,hemC,,237982,238923,942,+,Porphobilinogen deaminase,Coenzyme transport and metabolism,PP_0189-PP_0188-hemD-hemC,
PP_0187,hemD,,238920,239687,768,+,Uroporphyrinogen-III synthase,Coenzyme transport and metabolism,PP_0189-PP_0188-hemD-hemC,
PP_0188,PP_0188,,239706,240833,1128,+,putative Uroporphyrin-III C-methyltransferase,Coenzyme transport and metabolism,PP_0189-PP_0188-hemD-hemC,
PP_0189,PP_0189,,240830,242068,1239,+,putative heme biosynthesis protein,Coenzyme transport and metabolism,PP_0189-PP_0188-hemD-hemC,
PP_0190,PP_0190,,242291,242797,507,+,putative disulfide bond formation protein B,Energy production and conversion,PP_0190,
PP_0191,algQ,,243029,243499,471,+,Transcriptional regulatory protein AlgQ,Transcription,algQ,
PP_0192,fkl,,243508,244170,663,-,putative FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase,"Post-translational modification, protein turnover,and chaperones",fkl,
PP_0194,algP,,244325,245314,990,+,Transcriptional regulatory protein AlgP,Function unknown,algP,
PP_0195,PP_0195,,245293,245772,480,-,conserved protein of unknown function,Function unknown,PP_0195,
PP_0196,yheS,,245823,247733,1911,+,putative of ABC superfamily informational factor: ATP-binding components,Function unknown,PP_0197-yheS,
PP_0197,PP_0197,,247733,248320,588,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,PP_0197-yheS,
PP_0198,PP_0198,,248420,249052,633,+,putative transporter,Amino acid transport and metabolism,PP_0198,
PP_0199,qmcA,,249101,249847,747,-,"putative membrane protease family, stomatin","Post-translational modification, protein turnover,and chaperones",nfeD-qmcA,
PP_0200,nfeD,,249856,251202,1347,-,"putative membrane bound peptidase, nefD","Post-translational modification, protein turnover,and chaperones",nfeD-qmcA,
PP_0201,PP_0201,,251268,251759,492,+,conserved protein of unknown function,Function unknown,PP_0201,
PP_5432,PP_5432,,251821,252063,243,+,conserved protein of unknown function,Amino acid transport and metabolism,PP_5432,
PP_5433,PP_5433,,252133,252771,639,+,putative NADH:ubiquinone oxidoreductase subunit 2,No COG annotation,PP_5433,
PP_0202,PP_0202,,252778,253215,438,-,CBS domain-containing protein,Signal transduction mechanisms,PP_0202,
PP_0203,PP_0203,,253386,255116,1731,-,putative dipeptidase,Amino acid transport and metabolism,PP_0203,
PP_0204,PP_0204,,255569,256318,750,+,"Transcriptional regulator, GntR family",Transcription,PP_0205-PP_0204,
PP_0205,PP_0205,,256315,258039,1725,+,putative Oxidoreductase,Energy production and conversion,PP_0205-PP_0204,
PP_0206,PP_0206,,258102,258347,246,+,"Ferredoxin, 4Fe-4S",Energy production and conversion,PP_0206,
PP_0207,PP_0207,,258467,259873,1407,+,"putative Nitrate ABC transporter, periplasmic nitrate-binding protein",Inorganic ion transport and metabolism,PP_0211-PP_0210-tauB-I-PP_0208-PP_0207,
PP_0208,PP_0208,,259889,260671,783,+,"putative Nitrate ABC transporter, permease protein",Inorganic ion transport and metabolism,PP_0211-PP_0210-tauB-I-PP_0208-PP_0207,
PP_0209,tauB-I,,260671,261522,852,+,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,PP_0211-PP_0210-tauB-I-PP_0208-PP_0207,
PP_0210,PP_0210,,261519,262484,966,+,putative Phycobiliprotein,Energy production and conversion,PP_0211-PP_0210-tauB-I-PP_0208-PP_0207,
PP_0211,PP_0211,,262484,262765,282,+,conserved protein of unknown function,Function unknown,PP_0211-PP_0210-tauB-I-PP_0208-PP_0207,
PP_0213,gabD-I,,263250,264692,1443,+,succinate-semialdehyde dehydrogenase (NADP+),Energy production and conversion,gabT-gabD-I,
PP_0214,gabT,,264875,266152,1278,+,4-aminobutyrate aminotransferase,Amino acid transport and metabolism,gabT-gabD-I,
PP_0215,PP_0215,,266291,267550,1260,+,Response regulator,Signal transduction mechanisms,PP_0215,
PP_0216,PP_0216,,267641,268669,1029,-,putative sensory box/GGDEF family protein,Signal transduction mechanisms,PP_0216,
PP_0217,desA,,268769,269953,1185,-,delta-9 fatty acid desaturase,Lipid transport and metabolism,desA,
PP_0218,PP_0218,,270100,271995,1896,+,Sensory box protein,Signal transduction mechanisms,PP_0218,
PP_0219,metP,,272024,272668,645,-,"L,D-methionine D-methionine ABC transporter - permease subunit",Inorganic ion transport and metabolism,PP_0223-PP_0222-PP_0221-metNB-metP,
PP_0220,metNB,,272658,273767,1110,-,methionine import ATP-binding protein metN2,Inorganic ion transport and metabolism,PP_0223-PP_0222-PP_0221-metNB-metP,
PP_0221,PP_0221,,273769,274569,801,-,methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein),Cell wall/membrane/envelope biogenesis,PP_0223-PP_0222-PP_0221-metNB-metP,
