,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator
PP_0060,glyS,AE015451.2,,69850.0,71904.0,-,glycine-tRNA ligase beta subunit,"Translation, ribosomal structure and biogenesis",,Op41,
PP_0061,glyQ,AE015451.2,,71901.0,72848.0,-,glycine-tRNA ligase alpha subunit,"Translation, ribosomal structure and biogenesis",,Op41,
PP_0062,tag,AE015451.2,,72932.0,73483.0,+,3-methyl-adenine DNA glycosylase I,"Replication, recombination and repair",,Op42,
PP_0063,PP_0063,AE015451.2,,73525.0,74412.0,+,putative Lipid A biosynthesis lauroyl acyltransferase,Cell wall/membrane/envelope biogenesis,,Op43,
PP_0064,PP_0064,AE015451.2,,74510.0,74824.0,-,conserved protein of unknown function,Cell motility,,Op44,
PP_0065,trkA,AE015451.2,,74836.0,76209.0,-,NAD-binding component of TrK potassium transporter,Inorganic ion transport and metabolism,,Op44,GacA
PP_0066,rsmB,AE015451.2,,76233.0,77543.0,-,Ribosomal RNA small subunit methyltransferase B,"Translation, ribosomal structure and biogenesis",,Op44,
PP_0067,fmt,AE015451.2,,77540.0,78472.0,-,Methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",,Op44,
PP_0068,def-I,AE015451.2,,78533.0,79039.0,-,peptide deformylase,"Translation, ribosomal structure and biogenesis",,Op45,
PP_0069,PP_0069,AE015451.2,,79246.0,80343.0,+,putative Rossmann fold nucleotide-binding protein,"Replication, recombination and repair",,Op46,
PP_0070,tsaC,AE015451.2,,80386.0,80943.0,+,Threonylcarbamoyl-AMP synthase,"Translation, ribosomal structure and biogenesis",,Op47,
PP_5425,PP_5425,AE015451.2,,81077.0,81277.0,+,conserved protein of unknown function,No COG annotation,,Op48,
PP_0071,PP_0071,AE015451.2,,81691.0,82023.0,+,conserved protein of unknown function,No COG annotation,,Op49,
PP_0072,qor-I,AE015451.2,,82151.0,83128.0,-,quinone oxidoreductase,Energy production and conversion,,Op50,
PP_0073,hemF,AE015451.2,,83261.0,84172.0,+,Coproporphyrinogen-III oxidase%2C aerobic,Coenzyme transport and metabolism,,Op51,
PP_0074,aroE,AE015451.2,,84198.0,85022.0,+,shikimate 5-dehydrogenase,Amino acid transport and metabolism,,Op51,AlgR
PP_0075,PP_0075,AE015451.2,,85152.0,86717.0,-,putative choline sulfate transporter,Inorganic ion transport and metabolism,,Op52,
PP_0076,PP_0076,AE015451.2,,86862.0,87785.0,-,putative choline betaine-binding protein,Amino acid transport and metabolism,,Op53,
PP_0077,betC,AE015451.2,,87800.0,89317.0,-,choline-sulfatase,Inorganic ion transport and metabolism,,Op53,
PP_0079,PP_0079,AE015451.2,,89426.0,90325.0,+,putative transcriptional regulator,Transcription,,Op54,
PP_0080,PP_0080,AE015451.2,,90447.0,91064.0,-,conserved protein of unknown function,Function unknown,,Op55,
PP_0081,PP_0081,AE015451.2,,91078.0,91449.0,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op56,
PP_0082,trpA,AE015451.2,,91570.0,92379.0,-,tryptophan synthase alpha chain,Amino acid transport and metabolism,,Op57,
PP_0083,trpB,AE015451.2,,92376.0,93593.0,-,tryptophan synthase beta chain,Amino acid transport and metabolism,,Op57,
PP_0084,trpI,AE015451.2,,93704.0,94600.0,+,HTH-type transcriptional regulator TrpI,Transcription,,Op58,
PP_0085,PP_0085,AE015451.2,,94597.0,95085.0,-,conserved protein of unknown function,Function unknown,,Op59,
PP_0086,PP_0086,AE015451.2,,95071.0,95286.0,+,conserved protein of unknown function,Function unknown,,Op60,AmrZ
PP_0087,PP_0087,AE015451.2,,95345.0,95608.0,+,conserved exported protein of unknown function,Function unknown,,Op61,
PP_0088,PP_0088,AE015451.2,,95680.0,96684.0,-,putative alkanal monooxygenase,Energy production and conversion,,Op62,
PP_0089,osmC,AE015451.2,,96837.0,97262.0,+,stress-induced peroxiredoxin%2C lipoyl-dependent peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op63,
PP_0090,PP_0090,AE015451.2,,97275.0,97571.0,+,conserved exported protein of unknown function,Function unknown,,Op63,
PP_0091,PP_0091,AE015451.2,,97607.0,98020.0,-,putative lipoprotein,No COG annotation,,Op64,
PP_0092,PP_0092,AE015451.2,,98076.0,98489.0,-,putative lipoprotein,No COG annotation,,Op65,
PP_0093,PP_0093,AE015451.2,,98575.0,99651.0,+,putative zinc protease protein,Function unknown,,Op66,
PP_0094,PP_0094,AE015451.2,,99758.0,100408.0,-,5'-nucleotidase,Function unknown,,Op67,
PP_0095,yrdA,AE015451.2,,100530.0,101078.0,-,putative enzyme of unknown function,Function unknown,,Op68,
PP_0096,prlC,AE015451.2,,101181.0,103232.0,+,oligopeptidase A,Amino acid transport and metabolism,,Op69,
PP_0097,PP_0097,AE015451.2,,103229.0,103510.0,+,conserved protein of unknown function,Function unknown,,Op69,
PP_0098,PP_0098,AE015451.2,,103529.0,103702.0,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op69,
PP_0099,PP_0099,AE015451.2,,103842.0,104900.0,+,conserved protein of unknown function,"Replication, recombination and repair",,Op70,LexA-I
PP_0100,cynT,AE015451.2,,105207.0,105926.0,+,carbonic anhydrase,Inorganic ion transport and metabolism,,Op71,"GacA,AmrZ"
PP_0101,PP_0101,AE015451.2,,106134.0,107651.0,+,putative sulfate transporter,Inorganic ion transport and metabolism,,Op72,
PP_5426,PP_5426,AE015451.2,,107799.0,108440.0,-,conserved protein of unknown function,No COG annotation,,Op73,
PP_0103,PP_0103,AE015451.2,,108810.0,109937.0,+,cytochrome c oxidase subunit 2,Energy production and conversion,,Op74,Crc
PP_0104,ctaD,AE015451.2,,109981.0,111570.0,+,Cytochrome c oxidase subunit 1,Energy production and conversion,,Op75,
PP_0105,PP_0105,AE015451.2,,111580.0,112146.0,+,Cytochrome C oxidase assembly protein,"Post-translational modification, protein turnover, and chaperones",,Op75,
PP_0106,PP_0106,AE015451.2,,112163.0,113050.0,+,cytochrome c oxidase subunit 3,Energy production and conversion,,Op75,
PP_5427,PP_5427,AE015451.2,,113082.0,113285.0,-,conserved exported protein of unknown function,Function unknown,,Op76,
PP_0107,PP_0107,AE015451.2,,113337.0,114074.0,+,conserved protein of unknown function,Function unknown,,Op77,
PP_0108,PP_0108,AE015451.2,,114043.0,114624.0,+,conserved protein of unknown function,Function unknown,,Op77,
PP_0109,PP_0109,AE015451.2,,114634.0,115713.0,+,conserved membrane protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op77,
PP_0110,PP_0110,AE015451.2,,115698.0,116591.0,+,CyoE like protoheme IX farnesyltransferase,Coenzyme transport and metabolism,,Op77,
PP_0111,PP_0111,AE015451.2,,116588.0,117220.0,+,Electron transport protein SCO1/SenC,Function unknown,,Op77,
PP_0112,metQ,AE015451.2,,117314.0,118084.0,-,methionine ABC transporter%2C periplasmic binding protein,Cell wall/membrane/envelope biogenesis,,Op78,RoxR
PP_0113,metI,AE015451.2,,118149.0,118820.0,-,methionine ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op79,RoxR
PP_0114,metN,AE015451.2,,118820.0,119827.0,-,methionine ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op79,RoxR
PP_0115,katE,AE015451.2,,120055.0,122190.0,+,hydroperoxidase - self catalytic heme d synthase,Energy production and conversion,,Op80,
PP_0116,PP_0116,AE015451.2,,122251.0,122958.0,-,putative lipoprotein,No COG annotation,,Op81,FleQ
PP_0117,znuB,AE015451.2,,123085.0,123867.0,-,Zn(2+) ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op82,"Zur,FleQ"
PP_0118,znuC,AE015451.2,,123860.0,124633.0,-,zinc import ATP-binding protein,Inorganic ion transport and metabolism,,Op82,Zur
PP_0119,zur,AE015451.2,,124630.0,125115.0,-,putative zinc uptake regulation protein ZUR,Transcription,,Op82,Zur
PP_0120,PP_0120,AE015451.2,,125182.0,126090.0,+,putative zinc ABC transporter,Inorganic ion transport and metabolism,,Op83,Zur
PP_0121,thrB,AE015451.2,,126140.0,127090.0,-,homoserine kinase,Nucleotide transport and metabolism,,Op84,
PP_0122,PP_0122,AE015451.2,,127160.0,127447.0,-,conserved exported protein of unknown function,Function unknown,,Op85,
PP_0123,polA,AE015451.2,,127523.0,130270.0,+,DNA polymerase I%2C 5' -> 3' polymerase with 5' --> 3' and 3' --> 5' exonuclease activity,"Replication, recombination and repair",,Op86,
PP_0124,engB,AE015451.2,,130641.0,131273.0,-,probable GTP-binding protein,"Cell cycle control, cell division, chromosome partitioning",,Op87,
PP_0125,PP_0125,AE015451.2,,131475.0,131777.0,+,putative cytochrome c-type protein,Energy production and conversion,,Op88,
PP_0126,cc,AE015451.2,,131809.0,132426.0,+,Cytochrome c4,Energy production and conversion,,Op88,
PP_0127,dsbA,AE015451.2,,132578.0,133210.0,+,Thiol:disulfide interchange protein,"Post-translational modification, protein turnover, and chaperones",,Op89,
PP_0128,PP_0128,AE015451.2,,133223.0,134077.0,+,conserved protein of unknown function,"Replication, recombination and repair",,Op89,
PP_0129,PP_0129,AE015451.2,,134105.0,136042.0,+,GGDEF domain protein,Signal transduction mechanisms,,Op89,
PP_0130,amiD,AE015451.2,,136116.0,136904.0,+,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase,Defense mechanisms,,Op90,
PP_0131,PP_0131,AE015451.2,,137100.0,138707.0,+,putative membrane-anchored phosphodiesterase,Signal transduction mechanisms,,Op91,FleQ
PP_0132,kinB,AE015451.2,,138722.0,140503.0,-,Alginate biosynthesis sensor protein KinB,Signal transduction mechanisms,,Op92,
PP_0133,algB,AE015451.2,,140500.0,141846.0,-,Alginate biosynthesis transcriptional regulatory protein AlgB,Signal transduction mechanisms,,Op92,
PP_0134,PP_0134,AE015451.2,,142057.0,142878.0,+,conserved exported protein of unknown function,Function unknown,,Op93,
PP_5428,PP_5428,AE015451.2,,143053.0,143343.0,+,conserved exported protein of unknown function,No COG annotation,,Op94,
PP_0135,PP_0135,AE015451.2,,143387.0,143548.0,+,conserved exported protein of unknown function,No COG annotation,,Op95,
PP_0136,PP_0136,AE015451.2,,143551.0,144021.0,+,conserved exported protein of unknown function,Function unknown,,Op95,
PP_0137,gltP,AE015451.2,,144767.0,146095.0,+,glutamate/aspartate-proton DAACS transporter,Energy production and conversion,,Op96,
PP_0138,PP_0138,AE015451.2,,146243.0,147472.0,+,conserved membrane protein of unknown function,Function unknown,,Op97,
PP_0139,PP_0139,AE015451.2,,147454.0,148089.0,-,putative Lipoprotein,Function unknown,,Op98,GacA
PP_0140,PP_0140,AE015451.2,,148086.0,149024.0,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98,
PP_0141,PP_0141,AE015451.2,,149028.0,149819.0,-,putative ABC transporter%2C ATP-binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98,AlgR
PP_0142,PP_0142,AE015451.2,,149816.0,150949.0,-,putative ABC transporter%2C permease protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98,
PP_0143,PP_0143,AE015451.2,,151081.0,152106.0,-,conserved membrane protein of unknown function,Function unknown,,Op99,
PP_0144,PP_0144,AE015451.2,,152200.0,153606.0,-,Metalloprotease%2C insulinase family,Function unknown,,Op100,
PP_0145,yjbB,AE015451.2,,153637.0,155295.0,-,Na+/Pi-cotransporter,Inorganic ion transport and metabolism,,Op100,PhoB
PP_0146,ygdQ,AE015451.2,,155578.0,156375.0,-,putative transport protein,Inorganic ion transport and metabolism,,Op101,
PP_0147,citN,AE015451.2,,156418.0,157725.0,-,Citrate transporter,Energy production and conversion,,Op102,
PP_0148,PP_0148,AE015451.2,,157990.0,158394.0,+,conserved protein of unknown function,Function unknown,,Op103,
PP_0149,PP_0149,AE015451.2,,158433.0,160388.0,-,conserved exported protein of unknown function,Function unknown,,Op104,
PP_0150,PP_0150,AE015451.2,,160385.0,160705.0,-,conserved exported protein of unknown function,Function unknown,,Op104,
PP_0151,PP_0151,AE015451.2,,160742.0,161035.0,-,conserved exported protein of unknown function,Function unknown,,Op104,
PP_0152,PP_0152,AE015451.2,,161125.0,161505.0,-,conserved exported protein of unknown function,Function unknown,,Op105,
PP_0153,PP_0153,AE015451.2,,161751.0,161966.0,-,hypothetical protein,Function unknown,,Op106,"FleQ,CbrB"
PP_0154,scpC,AE015451.2,,162340.0,163833.0,-,propionyl-CoA:succinate CoA transferase,Energy production and conversion,,Op107,PedR1
PP_0155,pntB,AE015451.2,,164020.0,165456.0,-,pyridine nucleotide transhydrogenase%2C beta subunit,Energy production and conversion,,Op108,Crc
PP_5747,pntAB,AE015451.2,,165459.0,165773.0,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,,Op108,Crc
PP_0156,pntAA,AE015451.2,,165785.0,166906.0,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,,Op109,"AmrZ,Crc"
PP_0157,gcdR,AE015451.2,,167326.0,168243.0,-,transcriptional activator of gcdH%2C LysR family,Transcription,,Op110,
PP_0158,gcdH,AE015451.2,,168404.0,169585.0,+,glutaryl-CoA dehydrogenase,Energy production and conversion,,Op111,FleQ
PP_0159,PP_0159,AE015451.2,,169599.0,170819.0,+,putative CoA-transferase family III,Energy production and conversion,,Op111,FleQ
PP_0160,PP_0160,AE015451.2,,182076.0,184562.0,-,putative ferrioxamine receptor,Inorganic ion transport and metabolism,,Op112,FleQ
PP_0161,PP_0161,AE015451.2,,184656.0,185612.0,-,putative transmembrane sensor,Inorganic ion transport and metabolism,,Op113,Fur
PP_0162,PP_0162,AE015451.2,,185617.0,186138.0,-,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op113,"FleQ,Fur"
PP_0163,PP_0163,AE015451.2,,186227.0,186916.0,-,putative transcriptional regulator,Transcription,,Op114,
PP_0164,PP_0164,AE015451.2,,187189.0,187881.0,+,conserved protein of unknown function,Function unknown,,Op115,
PP_0165,PP_0165,AE015451.2,,187892.0,189838.0,+,GGDEF domain protein,Signal transduction mechanisms,,Op115,
PP_0166,PP_0166,AE015451.2,,189995.0,191371.0,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,,Op116,FleQ
PP_0167,paxB,AE015451.2,,191361.0,193517.0,-,Toxin secretion ATP-binding protein,Defense mechanisms,,Op116,"FleQ,CbrB"
PP_5429,PP_5429,AE015451.2,,193581.0,193796.0,-,protein of unknown function,No COG annotation,,Op117,
PP_5430,PP_5430,AE015451.2,,193882.0,194085.0,-,protein of unknown function,No COG annotation,,Op118,
PP_0168,PP_0168,AE015451.2,,194495.0,220543.0,+,putative surface adhesion protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op119,"GacA,FleQ,CbrB"
PP_5431,PP_5431,AE015451.2,,220671.0,221030.0,+,conserved protein of unknown function,Function unknown,,Op120,
PP_0169,PP_0169,AE015451.2,,221229.0,222128.0,+,Dioxygenase%2C TauD/TfdA family,"Secondary metabolites biosynthesis, transport, and catabolism",,Op121,
PP_0170,PP_0170,AE015451.2,,222146.0,223165.0,+,ABC transporter%2C periplasmic binding protein,Inorganic ion transport and metabolism,,Op121,
PP_0171,PP_0171,AE015451.2,,223172.0,224035.0,+,ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op121,
PP_0172,PP_0172,AE015451.2,,224050.0,224913.0,+,ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op121,
PP_0173,PP_0173,AE015451.2,,225031.0,225660.0,-,putative transcriptional factor-related protein,Transcription,,Op122,
PP_0174,PP_0174,AE015451.2,,225775.0,226593.0,+,conserved protein of unknown function,Function unknown,,Op123,
PP_0175,PP_0175,AE015451.2,,226726.0,227178.0,+,putative transcriptional regulator,Transcription,,Op124,
PP_0176,PP_0176,AE015451.2,,227175.0,229262.0,+,putative efflux transporter,Function unknown,,Op124,
PP_0177,PP_0177,AE015451.2,,229259.0,229471.0,+,conserved protein of unknown function,Function unknown,,Op124,
PP_0178,PP_0178,AE015451.2,,229468.0,230343.0,+,putative efflux pump,Defense mechanisms,,Op124,
PP_0179,PP_0179,AE015451.2,,230340.0,231758.0,+,putative efflux transporter,Cell wall/membrane/envelope biogenesis,,Op124,
PP_0180,PP_0180,AE015451.2,,231902.0,233812.0,+,putative cytochrome c family protein,Inorganic ion transport and metabolism,,Op125,FleQ
PP_0181,PP_0181,AE015451.2,,233875.0,234120.0,-,conserved protein of unknown function,Function unknown,,Op126,
PP_0182,PP_0182,AE015451.2,,234190.0,234492.0,-,conserved protein of unknown function,No COG annotation,,Op127,
PP_0183,PP_0183,AE015451.2,,234641.0,235303.0,+,glutathione S-transferase,"Post-translational modification, protein turnover, and chaperones",,Op128,
PP_0184,argH,AE015451.2,,235428.0,236834.0,-,Argininosuccinate lyase,Amino acid transport and metabolism,,Op129,
PP_0185,algR,AE015451.2,,237120.0,237863.0,+,Positive alginate biosynthesis regulatory protein,Transcription,,Op130,AlgR
PP_0186,hemC,AE015451.2,,237982.0,238923.0,+,Porphobilinogen deaminase,Coenzyme transport and metabolism,,Op131,AlgR
PP_0187,hemD,AE015451.2,,238920.0,239687.0,+,Uroporphyrinogen-III synthase,Coenzyme transport and metabolism,,Op131,
PP_0188,PP_0188,AE015451.2,,239706.0,240833.0,+,putative Uroporphyrin-III C-methyltransferase,Coenzyme transport and metabolism,,Op131,
PP_0189,PP_0189,AE015451.2,,240830.0,242068.0,+,putative heme biosynthesis protein,Coenzyme transport and metabolism,,Op131,
PP_0190,PP_0190,AE015451.2,,242291.0,242797.0,+,putative disulfide bond formation protein B,Energy production and conversion,,Op132,
PP_0191,algQ,AE015451.2,,243029.0,243499.0,+,Transcriptional regulatory protein AlgQ,Transcription,,Op133,PsrA
PP_0192,fkl,AE015451.2,,243508.0,244170.0,-,putative FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase,"Post-translational modification, protein turnover, and chaperones",,Op134,
PP_0194,algP,AE015451.2,,244325.0,245314.0,+,Transcriptional regulatory protein AlgP,Function unknown,,Op135,Crc
PP_0195,PP_0195,AE015451.2,,245293.0,245772.0,-,conserved protein of unknown function,Function unknown,,Op136,
PP_0196,yheS,AE015451.2,,245823.0,247733.0,+,putative of ABC superfamily informational factor: ATP-binding components,Function unknown,,Op137,
PP_0197,PP_0197,AE015451.2,,247733.0,248320.0,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op137,GacA
PP_0198,PP_0198,AE015451.2,,248420.0,249052.0,+,putative transporter,Amino acid transport and metabolism,,Op138,
PP_0199,qmcA,AE015451.2,,249101.0,249847.0,-,putative membrane protease family%2C stomatin,"Post-translational modification, protein turnover, and chaperones",,Op139,
PP_0200,nfeD,AE015451.2,,249856.0,251202.0,-,putative membrane bound peptidase%2C nefD,"Post-translational modification, protein turnover, and chaperones",,Op139,AmrZ
PP_0201,PP_0201,AE015451.2,,251268.0,251759.0,+,conserved protein of unknown function,Function unknown,,Op140,
PP_5432,PP_5432,AE015451.2,,251821.0,252063.0,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op141,
PP_5433,PP_5433,AE015451.2,,252133.0,252771.0,+,putative NADH:ubiquinone oxidoreductase subunit 2,No COG annotation,,Op142,
PP_0202,PP_0202,AE015451.2,,252778.0,253215.0,-,CBS domain-containing protein,Signal transduction mechanisms,,Op143,AmrZ
PP_0203,PP_0203,AE015451.2,,253386.0,255116.0,-,putative dipeptidase,Amino acid transport and metabolism,,Op144,
PP_0204,PP_0204,AE015451.2,,255569.0,256318.0,+,Transcriptional regulator%2C GntR family,Transcription,,Op145,PP_0204
PP_0205,PP_0205,AE015451.2,,256315.0,258039.0,+,putative Oxidoreductase,Energy production and conversion,,Op145,PP_0204
PP_0206,PP_0206,AE015451.2,,258102.0,258347.0,+,Ferredoxin%2C 4Fe-4S,Energy production and conversion,,Op146,PP_0204
PP_0207,PP_0207,AE015451.2,,258467.0,259873.0,+,putative Nitrate ABC transporter%2C periplasmic nitrate-binding protein,Inorganic ion transport and metabolism,,Op147,PP_0204
