locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
PP_0056,betA-I,AE015451.2,,64943,66595,+,choline dehydrogenase,Amino acid transport and metabolism,,Op38
PP_0057,PP_0057,AE015451.2,,66693,68312,+,major facilitator family transporter,Amino acid transport and metabolism,,Op39
PP_0058,PP_0058,AE015451.2,,68487,69272,-,putative 1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid transport and metabolism,,Op40
PP_0059,gmhB,AE015451.2,,69319,69846,-,D-glycero-beta-D-manno-heptose-1%2C7-bisphosphate 7-phosphatase,Amino acid transport and metabolism,,Op41
PP_0060,glyS,AE015451.2,,69850,71904,-,glycine-tRNA ligase beta subunit,"Translation, ribosomal structure and biogenesis",,Op41
PP_0061,glyQ,AE015451.2,,71901,72848,-,glycine-tRNA ligase alpha subunit,"Translation, ribosomal structure and biogenesis",,Op41
PP_0062,tag,AE015451.2,,72932,73483,+,3-methyl-adenine DNA glycosylase I,"Replication, recombination and repair",,Op42
PP_0063,PP_0063,AE015451.2,,73525,74412,+,putative Lipid A biosynthesis lauroyl acyltransferase,Cell wall/membrane/envelope biogenesis,,Op43
PP_0064,PP_0064,AE015451.2,,74510,74824,-,conserved protein of unknown function,Cell motility,,Op44
PP_0065,trkA,AE015451.2,,74836,76209,-,NAD-binding component of TrK potassium transporter,Inorganic ion transport and metabolism,,Op44
PP_0066,rsmB,AE015451.2,,76233,77543,-,Ribosomal RNA small subunit methyltransferase B,"Translation, ribosomal structure and biogenesis",,Op44
PP_0067,fmt,AE015451.2,,77540,78472,-,Methionyl-tRNA formyltransferase,"Translation, ribosomal structure and biogenesis",,Op44
PP_0068,def-I,AE015451.2,,78533,79039,-,peptide deformylase,"Translation, ribosomal structure and biogenesis",,Op45
PP_0069,PP_0069,AE015451.2,,79246,80343,+,putative Rossmann fold nucleotide-binding protein,"Replication, recombination and repair",,Op46
PP_0070,tsaC,AE015451.2,,80386,80943,+,Threonylcarbamoyl-AMP synthase,"Translation, ribosomal structure and biogenesis",,Op47
PP_5425,PP_5425,AE015451.2,,81077,81277,+,conserved protein of unknown function,No COG annotation,,Op48
PP_0071,PP_0071,AE015451.2,,81691,82023,+,conserved protein of unknown function,No COG annotation,,Op49
PP_0072,qor-I,AE015451.2,,82151,83128,-,quinone oxidoreductase,Energy production and conversion,,Op50
PP_0073,hemF,AE015451.2,,83261,84172,+,Coproporphyrinogen-III oxidase%2C aerobic,Coenzyme transport and metabolism,,Op51
PP_0074,aroE,AE015451.2,,84198,85022,+,shikimate 5-dehydrogenase,Amino acid transport and metabolism,,Op51
PP_0075,PP_0075,AE015451.2,,85152,86717,-,putative choline sulfate transporter,Inorganic ion transport and metabolism,,Op52
PP_0076,PP_0076,AE015451.2,,86862,87785,-,putative choline betaine-binding protein,Amino acid transport and metabolism,,Op53
PP_0077,betC,AE015451.2,,87800,89317,-,choline-sulfatase,Inorganic ion transport and metabolism,,Op53
PP_0079,PP_0079,AE015451.2,,89426,90325,+,putative transcriptional regulator,Transcription,,Op54
PP_0080,PP_0080,AE015451.2,,90447,91064,-,conserved protein of unknown function,Function unknown,,Op55
PP_0081,PP_0081,AE015451.2,,91078,91449,+,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op56
PP_0082,trpA,AE015451.2,,91570,92379,-,tryptophan synthase alpha chain,Amino acid transport and metabolism,,Op57
PP_0083,trpB,AE015451.2,,92376,93593,-,tryptophan synthase beta chain,Amino acid transport and metabolism,,Op57
PP_0084,trpI,AE015451.2,,93704,94600,+,HTH-type transcriptional regulator TrpI,Transcription,,Op58
PP_0085,PP_0085,AE015451.2,,94597,95085,-,conserved protein of unknown function,Function unknown,,Op59
PP_0086,PP_0086,AE015451.2,,95071,95286,+,conserved protein of unknown function,Function unknown,,Op60
PP_0087,PP_0087,AE015451.2,,95345,95608,+,conserved exported protein of unknown function,Function unknown,,Op61
PP_0088,PP_0088,AE015451.2,,95680,96684,-,putative alkanal monooxygenase,Energy production and conversion,,Op62
PP_0089,osmC,AE015451.2,,96837,97262,+,stress-induced peroxiredoxin%2C lipoyl-dependent peroxidase,"Post-translational modification, protein turnover, and chaperones",,Op63
PP_0090,PP_0090,AE015451.2,,97275,97571,+,conserved exported protein of unknown function,Function unknown,,Op63
PP_0091,PP_0091,AE015451.2,,97607,98020,-,putative lipoprotein,No COG annotation,,Op64
PP_0092,PP_0092,AE015451.2,,98076,98489,-,putative lipoprotein,No COG annotation,,Op65
PP_0093,PP_0093,AE015451.2,,98575,99651,+,putative zinc protease protein,Function unknown,,Op66
PP_0094,PP_0094,AE015451.2,,99758,100408,-,5'-nucleotidase,Function unknown,,Op67
PP_0095,yrdA,AE015451.2,,100530,101078,-,putative enzyme of unknown function,Function unknown,,Op68
PP_0096,prlC,AE015451.2,,101181,103232,+,oligopeptidase A,Amino acid transport and metabolism,,Op69
PP_0097,PP_0097,AE015451.2,,103229,103510,+,conserved protein of unknown function,Function unknown,,Op69
PP_0098,PP_0098,AE015451.2,,103529,103702,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op69
PP_0099,PP_0099,AE015451.2,,103842,104900,+,conserved protein of unknown function,"Replication, recombination and repair",,Op70
PP_0100,cynT,AE015451.2,,105207,105926,+,carbonic anhydrase,Inorganic ion transport and metabolism,,Op71
PP_0101,PP_0101,AE015451.2,,106134,107651,+,putative sulfate transporter,Inorganic ion transport and metabolism,,Op72
PP_5426,PP_5426,AE015451.2,,107799,108440,-,conserved protein of unknown function,No COG annotation,,Op73
PP_0103,PP_0103,AE015451.2,,108810,109937,+,cytochrome c oxidase subunit 2,Energy production and conversion,,Op74
PP_0104,ctaD,AE015451.2,,109981,111570,+,Cytochrome c oxidase subunit 1,Energy production and conversion,,Op75
PP_0105,PP_0105,AE015451.2,,111580,112146,+,Cytochrome C oxidase assembly protein,"Post-translational modification, protein turnover, and chaperones",,Op75
PP_0106,PP_0106,AE015451.2,,112163,113050,+,cytochrome c oxidase subunit 3,Energy production and conversion,,Op75
PP_5427,PP_5427,AE015451.2,,113082,113285,-,conserved exported protein of unknown function,Function unknown,,Op76
PP_0107,PP_0107,AE015451.2,,113337,114074,+,conserved protein of unknown function,Function unknown,,Op77
PP_0108,PP_0108,AE015451.2,,114043,114624,+,conserved protein of unknown function,Function unknown,,Op77
PP_0109,PP_0109,AE015451.2,,114634,115713,+,conserved membrane protein of unknown function,"Post-translational modification, protein turnover, and chaperones",,Op77
PP_0110,PP_0110,AE015451.2,,115698,116591,+,CyoE like protoheme IX farnesyltransferase,Coenzyme transport and metabolism,,Op77
PP_0111,PP_0111,AE015451.2,,116588,117220,+,Electron transport protein SCO1/SenC,Function unknown,,Op77
PP_0112,metQ,AE015451.2,,117314,118084,-,methionine ABC transporter%2C periplasmic binding protein,Cell wall/membrane/envelope biogenesis,,Op78
PP_0113,metI,AE015451.2,,118149,118820,-,methionine ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op79
PP_0114,metN,AE015451.2,,118820,119827,-,methionine ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,,Op79
PP_0115,katE,AE015451.2,,120055,122190,+,hydroperoxidase - self catalytic heme d synthase,Energy production and conversion,,Op80
PP_0116,PP_0116,AE015451.2,,122251,122958,-,putative lipoprotein,No COG annotation,,Op81
PP_0117,znuB,AE015451.2,,123085,123867,-,Zn(2+) ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op82
PP_0118,znuC,AE015451.2,,123860,124633,-,zinc import ATP-binding protein,Inorganic ion transport and metabolism,,Op82
PP_0119,PP_0119,AE015451.2,,124630,125115,-,putative zinc uptake regulation protein ZUR,Transcription,,Op82
PP_0120,PP_0120,AE015451.2,,125182,126090,+,putative zinc ABC transporter,Inorganic ion transport and metabolism,,Op83
PP_0121,thrB,AE015451.2,,126140,127090,-,homoserine kinase,Nucleotide transport and metabolism,,Op84
PP_0122,PP_0122,AE015451.2,,127160,127447,-,conserved exported protein of unknown function,Function unknown,,Op85
PP_0123,polA,AE015451.2,,127523,130270,+,DNA polymerase I%2C 5' -> 3' polymerase with 5' --> 3' and 3' --> 5' exonuclease activity,"Replication, recombination and repair",,Op86
PP_0124,engB,AE015451.2,,130641,131273,-,probable GTP-binding protein,"Cell cycle control, cell division, chromosome partitioning",,Op87
PP_0125,PP_0125,AE015451.2,,131475,131777,+,putative cytochrome c-type protein,Energy production and conversion,,Op88
PP_0126,cc,AE015451.2,,131809,132426,+,Cytochrome c4,Energy production and conversion,,Op88
PP_0127,dsbA,AE015451.2,,132578,133210,+,Thiol:disulfide interchange protein,"Post-translational modification, protein turnover, and chaperones",,Op89
PP_0128,PP_0128,AE015451.2,,133223,134077,+,conserved protein of unknown function,"Replication, recombination and repair",,Op89
PP_0129,PP_0129,AE015451.2,,134105,136042,+,GGDEF domain protein,Signal transduction mechanisms,,Op89
PP_0130,amiD,AE015451.2,,136116,136904,+,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase,Defense mechanisms,,Op90
PP_0131,PP_0131,AE015451.2,,137100,138707,+,putative membrane-anchored phosphodiesterase,Signal transduction mechanisms,,Op91
PP_0132,kinB,AE015451.2,,138722,140503,-,Alginate biosynthesis sensor protein KinB,Signal transduction mechanisms,,Op92
PP_0133,algB,AE015451.2,,140500,141846,-,Alginate biosynthesis transcriptional regulatory protein AlgB,Signal transduction mechanisms,,Op92
PP_0134,PP_0134,AE015451.2,,142057,142878,+,conserved exported protein of unknown function,Function unknown,,Op93
PP_5428,PP_5428,AE015451.2,,143053,143343,+,conserved exported protein of unknown function,No COG annotation,,Op94
PP_0135,PP_0135,AE015451.2,,143387,143548,+,conserved exported protein of unknown function,No COG annotation,,Op95
PP_0136,PP_0136,AE015451.2,,143551,144021,+,conserved exported protein of unknown function,Function unknown,,Op95
PP_0137,gltP,AE015451.2,,144767,146095,+,glutamate/aspartate-proton DAACS transporter,Energy production and conversion,,Op96
PP_0138,PP_0138,AE015451.2,,146243,147472,+,conserved membrane protein of unknown function,Function unknown,,Op97
PP_0139,PP_0139,AE015451.2,,147454,148089,-,putative Lipoprotein,Function unknown,,Op98
PP_0140,PP_0140,AE015451.2,,148086,149024,-,conserved protein of unknown function,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98
PP_0141,PP_0141,AE015451.2,,149028,149819,-,putative ABC transporter%2C ATP-binding protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98
PP_0142,PP_0142,AE015451.2,,149816,150949,-,putative ABC transporter%2C permease protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op98
PP_0143,PP_0143,AE015451.2,,151081,152106,-,conserved membrane protein of unknown function,Function unknown,,Op99
PP_0144,PP_0144,AE015451.2,,152200,153606,-,Metalloprotease%2C insulinase family,Function unknown,,Op100
PP_0145,yjbB,AE015451.2,,153637,155295,-,Na+/Pi-cotransporter,Inorganic ion transport and metabolism,,Op100
PP_0146,ygdQ,AE015451.2,,155578,156375,-,putative transport protein,Inorganic ion transport and metabolism,,Op101
PP_0147,citN,AE015451.2,,156418,157725,-,Citrate transporter,Energy production and conversion,,Op102
PP_0148,PP_0148,AE015451.2,,157990,158394,+,conserved protein of unknown function,Function unknown,,Op103
PP_0149,PP_0149,AE015451.2,,158433,160388,-,conserved exported protein of unknown function,Function unknown,,Op104
PP_0150,PP_0150,AE015451.2,,160385,160705,-,conserved exported protein of unknown function,Function unknown,,Op104
PP_0151,PP_0151,AE015451.2,,160742,161035,-,conserved exported protein of unknown function,Function unknown,,Op104
PP_0152,PP_0152,AE015451.2,,161125,161505,-,conserved exported protein of unknown function,Function unknown,,Op105
PP_0153,PP_0153,AE015451.2,,161751,161966,-,hypothetical protein,Function unknown,,Op106
PP_0154,scpC,AE015451.2,,162340,163833,-,propionyl-CoA:succinate CoA transferase,Energy production and conversion,,Op107
PP_0155,pntB,AE015451.2,,164020,165456,-,pyridine nucleotide transhydrogenase%2C beta subunit,Energy production and conversion,,Op108
PP_5747,pntAB,AE015451.2,,165459,165773,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,,Op108
PP_0156,pntAA,AE015451.2,,165785,166906,-,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,,Op109
PP_0157,gcdR,AE015451.2,,167326,168243,-,transcriptional activator of gcdH%2C LysR family,Transcription,,Op110
PP_0158,gcdH,AE015451.2,,168404,169585,+,glutaryl-CoA dehydrogenase,Energy production and conversion,,Op111
PP_0159,PP_0159,AE015451.2,,169599,170819,+,putative CoA-transferase family III,Energy production and conversion,,Op111
PP_0160,PP_0160,AE015451.2,,182076,184562,-,putative ferrioxamine receptor,Inorganic ion transport and metabolism,,Op112
PP_0161,PP_0161,AE015451.2,,184656,185612,-,putative transmembrane sensor,Inorganic ion transport and metabolism,,Op113
PP_0162,PP_0162,AE015451.2,,185617,186138,-,RNA polymerase sigma-70 factor%2C ECF subfamily,Transcription,,Op113
PP_0163,PP_0163,AE015451.2,,186227,186916,-,putative transcriptional regulator,Transcription,,Op114
PP_0164,PP_0164,AE015451.2,,187189,187881,+,conserved protein of unknown function,Function unknown,,Op115
PP_0165,PP_0165,AE015451.2,,187892,189838,+,GGDEF domain protein,Signal transduction mechanisms,,Op115
PP_0166,PP_0166,AE015451.2,,189995,191371,-,HlyD family secretion protein,Cell wall/membrane/envelope biogenesis,,Op116
PP_0167,paxB,AE015451.2,,191361,193517,-,Toxin secretion ATP-binding protein,Defense mechanisms,,Op116
PP_5429,PP_5429,AE015451.2,,193581,193796,-,protein of unknown function,No COG annotation,,Op117
PP_5430,PP_5430,AE015451.2,,193882,194085,-,protein of unknown function,No COG annotation,,Op118
PP_0168,PP_0168,AE015451.2,,194495,220543,+,putative surface adhesion protein,"Secondary metabolites biosynthesis, transport, and catabolism",,Op119
PP_5431,PP_5431,AE015451.2,,220671,221030,+,conserved protein of unknown function,Function unknown,,Op120
PP_0169,PP_0169,AE015451.2,,221229,222128,+,Dioxygenase%2C TauD/TfdA family,"Secondary metabolites biosynthesis, transport, and catabolism",,Op121
PP_0170,PP_0170,AE015451.2,,222146,223165,+,ABC transporter%2C periplasmic binding protein,Inorganic ion transport and metabolism,,Op121
PP_0171,PP_0171,AE015451.2,,223172,224035,+,ABC transporter%2C ATP-binding protein,Inorganic ion transport and metabolism,,Op121
PP_0172,PP_0172,AE015451.2,,224050,224913,+,ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op121
PP_0173,PP_0173,AE015451.2,,225031,225660,-,putative transcriptional factor-related protein,Transcription,,Op122
PP_0174,PP_0174,AE015451.2,,225775,226593,+,conserved protein of unknown function,Function unknown,,Op123
PP_0175,PP_0175,AE015451.2,,226726,227178,+,putative transcriptional regulator,Transcription,,Op124
PP_0176,PP_0176,AE015451.2,,227175,229262,+,putative efflux transporter,Function unknown,,Op124
PP_0177,PP_0177,AE015451.2,,229259,229471,+,conserved protein of unknown function,Function unknown,,Op124
PP_0178,PP_0178,AE015451.2,,229468,230343,+,putative efflux pump,Defense mechanisms,,Op124
PP_0179,PP_0179,AE015451.2,,230340,231758,+,putative efflux transporter,Cell wall/membrane/envelope biogenesis,,Op124
PP_0180,PP_0180,AE015451.2,,231902,233812,+,putative cytochrome c family protein,Inorganic ion transport and metabolism,,Op125
PP_0181,PP_0181,AE015451.2,,233875,234120,-,conserved protein of unknown function,Function unknown,,Op126
PP_0182,PP_0182,AE015451.2,,234190,234492,-,conserved protein of unknown function,No COG annotation,,Op127
PP_0183,PP_0183,AE015451.2,,234641,235303,+,glutathione S-transferase,"Post-translational modification, protein turnover, and chaperones",,Op128
PP_0184,argH,AE015451.2,,235428,236834,-,Argininosuccinate lyase,Amino acid transport and metabolism,,Op129
PP_0185,algR,AE015451.2,,237120,237863,+,Positive alginate biosynthesis regulatory protein,Transcription,,Op130
PP_0186,hemC,AE015451.2,,237982,238923,+,Porphobilinogen deaminase,Coenzyme transport and metabolism,,Op131
PP_0187,hemD,AE015451.2,,238920,239687,+,Uroporphyrinogen-III synthase,Coenzyme transport and metabolism,,Op131
PP_0188,PP_0188,AE015451.2,,239706,240833,+,putative Uroporphyrin-III C-methyltransferase,Coenzyme transport and metabolism,,Op131
PP_0189,PP_0189,AE015451.2,,240830,242068,+,putative heme biosynthesis protein,Coenzyme transport and metabolism,,Op131
PP_0190,PP_0190,AE015451.2,,242291,242797,+,putative disulfide bond formation protein B,Energy production and conversion,,Op132
PP_0191,algQ,AE015451.2,,243029,243499,+,Transcriptional regulatory protein AlgQ,Transcription,,Op133
PP_0192,fkl,AE015451.2,,243508,244170,-,putative FKBP-type 25 kDa peptidyl-prolyl cis-trans isomerase,"Post-translational modification, protein turnover, and chaperones",,Op134
PP_0194,algP,AE015451.2,,244325,245314,+,Transcriptional regulatory protein AlgP,Function unknown,,Op135
PP_0195,PP_0195,AE015451.2,,245293,245772,-,conserved protein of unknown function,Function unknown,,Op136
PP_0196,yheS,AE015451.2,,245823,247733,+,putative of ABC superfamily informational factor: ATP-binding components,Function unknown,,Op137
PP_0197,PP_0197,AE015451.2,,247733,248320,+,conserved protein of unknown function,Cell wall/membrane/envelope biogenesis,,Op137
PP_0198,PP_0198,AE015451.2,,248420,249052,+,putative transporter,Amino acid transport and metabolism,,Op138
PP_0199,qmcA,AE015451.2,,249101,249847,-,putative membrane protease family%2C stomatin,"Post-translational modification, protein turnover, and chaperones",,Op139
PP_0200,nfeD,AE015451.2,,249856,251202,-,putative membrane bound peptidase%2C nefD,"Post-translational modification, protein turnover, and chaperones",,Op139
PP_0201,PP_0201,AE015451.2,,251268,251759,+,conserved protein of unknown function,Function unknown,,Op140
PP_5432,PP_5432,AE015451.2,,251821,252063,+,conserved protein of unknown function,Amino acid transport and metabolism,,Op141
PP_5433,PP_5433,AE015451.2,,252133,252771,+,putative NADH:ubiquinone oxidoreductase subunit 2,No COG annotation,,Op142
PP_0202,PP_0202,AE015451.2,,252778,253215,-,CBS domain-containing protein,Signal transduction mechanisms,,Op143
PP_0203,PP_0203,AE015451.2,,253386,255116,-,putative dipeptidase,Amino acid transport and metabolism,,Op144
PP_0204,PP_0204,AE015451.2,,255569,256318,+,Transcriptional regulator%2C GntR family,Transcription,,Op145
PP_0205,PP_0205,AE015451.2,,256315,258039,+,putative Oxidoreductase,Energy production and conversion,,Op145
PP_0206,PP_0206,AE015451.2,,258102,258347,+,Ferredoxin%2C 4Fe-4S,Energy production and conversion,,Op146
PP_0207,PP_0207,AE015451.2,,258467,259873,+,putative Nitrate ABC transporter%2C periplasmic nitrate-binding protein,Inorganic ion transport and metabolism,,Op147
PP_0208,PP_0208,AE015451.2,,259889,260671,+,putative Nitrate ABC transporter%2C permease protein,Inorganic ion transport and metabolism,,Op147
PP_0209,tauB-I,AE015451.2,,260671,261522,+,ATP-binding taurine transporter subunit,Inorganic ion transport and metabolism,,Op147
PP_0210,PP_0210,AE015451.2,,261519,262484,+,putative Phycobiliprotein,Energy production and conversion,,Op147
PP_0211,PP_0211,AE015451.2,,262484,262765,+,conserved protein of unknown function,Function unknown,,Op147
PP_0213,gabD-I,AE015451.2,,263250,264692,+,succinate-semialdehyde dehydrogenase (NADP+),Energy production and conversion,,Op148
PP_0214,gabT,AE015451.2,,264875,266152,+,4-aminobutyrate aminotransferase,Amino acid transport and metabolism,,Op148
PP_0215,PP_0215,AE015451.2,,266291,267550,+,Response regulator,Signal transduction mechanisms,,Op149
PP_0216,PP_0216,AE015451.2,,267641,268669,-,putative sensory box/GGDEF family protein,Signal transduction mechanisms,,Op150
PP_0217,desA,AE015451.2,,268769,269953,-,delta-9 fatty acid desaturase,Lipid transport and metabolism,,Op151
PP_0218,PP_0218,AE015451.2,,270100,271995,+,Sensory box protein,Signal transduction mechanisms,,Op152
PP_0219,metP,AE015451.2,,272024,272668,-,L%2CD-methionine D-methionine ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op153
PP_0220,metNB,AE015451.2,,272658,273767,-,methionine import ATP-binding protein metN2,Inorganic ion transport and metabolism,,Op153
PP_0221,PP_0221,AE015451.2,,273769,274569,-,methionine ABC transporter periplasmic-binding lipoprotein (metQ-like protein),Cell wall/membrane/envelope biogenesis,,Op153
PP_0222,PP_0222,AE015451.2,,274562,275947,-,Monooxygenase%2C DszA family,Energy production and conversion,,Op153
PP_0223,PP_0223,AE015451.2,,275947,277167,-,Monooxygenase%2C DszC family,Lipid transport and metabolism,,Op153
PP_0224,PP_0224,AE015451.2,,277264,278505,-,Monooxygenase%2C DszC family,Lipid transport and metabolism,,Op154
PP_0225,sctC,AE015451.2,,278819,279577,-,sulfur compound ABC transporter - ATP-binding subunit,Amino acid transport and metabolism,,Op155
PP_0226,sctS,AE015451.2,,279580,280248,-,sulfur compound ABC transporter - permease subunit,Inorganic ion transport and metabolism,,Op155
PP_0227,fliY,AE015451.2,,280245,281039,-,periplasmic cystine-binding protein,Amino acid transport and metabolism,,Op155
PP_0228,PP_0228,AE015451.2,,281348,282280,+,putative serine acetyltransferase,Amino acid transport and metabolism,,Op156
PP_0229,betT-II,AE015451.2,,282550,284553,+,choline/carnitine/betaine transporter,Cell wall/membrane/envelope biogenesis,,Op157
PP_0230,atsK,AE015451.2,,284616,285449,-,alpha-ketoglutarate-dependent sulfonate dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op158
